Difficulty,Avg Path Length,Avg Time
1,64.10200000000052,33.51430349349975
2,64.70199999999998,35.34424107074737
3,64.10200000000052,37.510484194755556
4,64.10199999999942,39.88433458805084
5,65.30200000000002,45.10214924812317
6,69.08400000000017,51.3618923664093
7,64.63700000000014,46.38573262691498
8,64.09800000000043,47.16550507545471
9,66.002,46.08436815738678
10,64.89899999999999,46.03362522125244
