Difficulty,Avg Path Length,Avg Time
1,64.20311999999988,41.51652133464813
2,6.167600000000055,90.01654934883118
3,9.00277599999984,90.01496229171752
4,16.04319200000029,90.00868947505951
5,2.7584799999999494,90.01858465671539
6,11.97413599999982,90.0241836309433
7,18.25452000000028,90.02432968616486
8,4.165888000000045,90.01587541103363
9,8.308008000000065,90.02052755355835
10,8.971352000000055,90.02053384780884
