Difficulty,Avg Path Length,Avg Time
1,64.10000000000056,32.77517073154449
2,64.59999999999995,34.90149896144867
3,64.10000000000056,34.12768888473511
4,64.20000000000006,36.23122506141662
5,64.69999999999995,37.65927715301514
6,64.40000000000019,37.77837750911713
7,64.5000000000005,39.15715365409851
8,65.00000000000001,41.21048285961151
9,64.60000000000001,40.51872444152832
10,65.7,43.03314917087555
