Difficulty,Avg Path Length,Avg Time
1,59.2,19.337919855117796
2,62.90000000000002,19.768182921409608
3,63.50000000000004,20.018535685539245
4,65.39999999999998,23.546540141105652
5,60.59999999999999,25.335036969184877
6,68.89999999999996,33.889450263977054
7,73.99999999999991,30.30219430923462
8,74.06152169428687,30.36273658275604
9,62.60000000000001,29.51599278450012
10,75.7,32.89567551612854
