Difficulty,Avg Path Length,Avg Time
1,58.104000000000056,8.937320590019226
2,58.71000000000008,11.89173173904419
3,60.32700000000024,15.103663849830628
4,60.11450000000018,17.090760040283204
5,58.10450000000003,9.17573003768921
6,59.609500000000125,16.417398595809935
7,71.68250000000066,26.38901960849762
8,66.05350000000013,17.763195943832397
9,58.94900000000011,17.378160738945006
10,59.25115000000702,90.00991327762604
