Difficulty,Avg Path Length,Avg Time
1,57.999999999999986,16.883867502212524
2,61.89999999999999,18.08539488315582
3,61.40000000000005,18.09065818786621
4,62.80000000000007,18.678270721435545
5,58.199999999999946,17.740082359313966
6,61.40000000000002,18.52342369556427
7,64.10000000000001,19.623170018196106
8,66.59999999999992,20.356861305236816
9,61.39999999999998,19.160053277015685
10,72.10000000000001,22.564104413986207
