Difficulty,Avg Path Length,Avg Time
1,58.499999999999986,17.79222967624664
2,68.61198438251368,23.911577820777893
3,63.062152474597,22.498392462730408
4,63.10000000000001,19.574876642227174
5,64.79999999999995,20.304370284080505
6,66.89999999999999,21.591165471076966
7,66.50000000000004,21.13602993488312
8,62.2,19.83321170806885
9,79.90000000000005,25.737548756599427
10,77.12313486758296,29.38688642978668
