Difficulty,Avg Path Length,Avg Time
1,62.34700000000008,20.12956295013428
2,62.348000000000056,20.206014466285705
3,68.67700000000002,30.301222681999207
4,63.41300000000011,29.190248227119447
5,63.584000000000074,29.709381175041198
6,62.34700000000005,21.019523239135744
7,63.35700000000021,30.025816249847413
8,62.34700000000005,21.041174817085267
9,63.733000000000075,30.459119510650634
10,63.487,30.727960801124574
