Difficulty,Avg Path Length,Avg Time
1,59.08550000000001,14.866218709945679
2,58.231999999999985,15.099396634101868
3,60.82300000000032,19.770952415466308
4,58.10500000000003,11.007233929634094
5,58.10450000000013,9.119887638092042
6,60.64600000000031,21.47980456352234
7,59.59215000000635,90.01311695575714
8,60.92850000000011,13.528770184516906
9,58.75400000000015,13.92814507484436
10,58.21950000000028,11.820688772201539
