Difficulty,Avg Path Length,Avg Time,Success Rate
1,65.94112549695429,1.0564573526382446,1.0
2,60.624445898378426,0.8609308958053589,1.0
3,60.624445898378426,5.489416313171387,1.0
4,inf,inf,0.0
5,63.01219330881976,0.4994987964630127,1.0
6,67.1126983722081,0.7001587629318238,1.0
7,71.698484809835,2.5174021482467652,1.0
8,70.76955262170046,0.8675559043884278,1.0
9,67.698484809835,1.0070037841796875,1.0
10,64.76955262170046,1.4590612173080444,1.0
