Level,Avg Path Length,Avg Time
1,57.575999999993556,18.16542584896088
2,57.575999999993556,18.43723034858704
3,57.575999999993556,18.33595876693726
4,58.234276876575174,20.53839721679688
5,58.234276876575174,20.70962023735046
6,60.837628684572323,21.18785228729249
7,60.837628684572323,21.98248767852783
8,60.837628684572323,21.46812381744385
9,87.63,39.03
10,106.22,56.22s
