Difficulty,Avg Path Length,Avg Time
1,63.025000000000134,33.60722362995148
2,62.34700000000011,26.569558548927308
3,62.348000000000056,25.39084122180939
4,62.76700000000004,31.621547174453735
5,69.19900000000007,49.83701245784759
6,62.716000000000136,36.28507764339447
7,62.34799999999997,24.351374340057372
8,62.73700000000018,32.71716623306274
9,63.968000000000146,39.300109553337094
10,64.5990000000002,40.96346292495728
