Difficulty,Avg Path Length,Avg Time
1,65.50199999999951,35.00167384147644
2,65.50199999999951,35.52751276493073
3,65.60200000000005,37.058977007865906
4,66.1000000000005,38.9419224023819
5,66.40200000000002,39.93625135421753
6,66.60199999999996,41.82460758686066
7,66.00200000000005,40.745930790901184
8,67.37500000000003,48.25846953392029
9,66.00199999999997,41.849796414375305
10,67.7020000000001,43.614668536186215
